"proj_id","recipient_country","start_year","sector","commitment_usd_m","implementation_years","completed","eval_score"
1143,"C35",2006,"Infrastructure",46.9,8,0,NA
1144,"C55",2012,"Governance",13.8,5,0,NA
1145,"C54",2011,"Infrastructure",26.3,4,0,NA
1146,"C76",2000,"Health",13.5,6,1,2
1147,"C74",2013,"Governance",29.3,2,1,3
1148,"C44",2007,"Infrastructure",24.5,2,0,NA
1149,"C26",2012,"Health",3.4,4,0,NA
1150,"C52",2003,"Infrastructure",9.3,2,1,4
1151,"C14",2000,"Health",35.5,2,1,3
1152,"C15",2020,"Health",49.1,5,1,3
1153,"C22",2013,"Governance",13,3,1,5
1154,"C57",2005,"Health",42.8,6,1,3
1155,"C78",2011,"Education",31.9,3,1,4
1156,"C43",2003,"Education",11.9,1,1,4
1157,"C86",2015,"Infrastructure",5.2,1,1,5
1158,"C15",2012,"Education",29.3,6,1,3
1159,"C86",2017,"Governance",7.4,6,0,NA
1160,"C14",2008,"Infrastructure",7.1,7,1,5
1161,"C81",2022,"Health",6.4,6,1,5
1162,"C67",2005,"Health",15.5,6,1,4
1163,"C03",2021,"Infrastructure",9,6,1,2
1164,"C25",2021,"Other",4.3,6,1,1
1165,"C63",2015,"Health",3.5,8,0,NA
1166,"C08",2000,"Other",17.4,6,1,4
1167,"C14",2007,"Infrastructure",11.5,7,1,4
1168,"C65",2003,"Health",79,1,1,3
1169,"C77",2019,"Infrastructure",29.9,4,1,2
1170,"C47",2016,"Health",6.9,7,0,NA
1171,"C56",2021,"Governance",6.5,8,0,NA
1172,"C32",2023,"Other",4.6,8,1,3
1173,"C62",2011,"Other",7.2,8,1,4
1174,"C76",2017,"Health",43.3,4,1,4
1175,"C57",2005,"Education",14,6,0,NA
1176,"C65",2015,"Infrastructure",54,7,1,4
1177,"C50",2000,"Other",43.6,8,0,NA
1178,"C56",2014,"Infrastructure",5,6,1,3
1179,"C12",2015,"Governance",10.4,6,1,5
1180,"C87",2023,"Education",15.7,6,0,NA
1181,"C13",2021,"Infrastructure",18.9,4,1,4
1182,"C12",2006,"Governance",2.4,8,1,3
1183,"C81",2019,"Education",10,8,0,NA
1184,"C56",2022,"Infrastructure",47.1,8,0,NA
1185,"C38",2011,"Governance",15.5,6,1,4
1186,"C59",2002,"Education",5.4,6,1,4
1187,"C25",2018,"Education",2.7,1,1,5
1188,"C71",2015,"Health",45.6,4,1,3
1189,"C73",2010,"Education",7.1,2,1,4
1190,"C57",2017,"Infrastructure",39.5,8,1,2
1191,"C58",2002,"Health",14.8,2,1,4
1192,"C87",2000,"Education",22.1,3,1,2
1193,"C31",2005,"Health",19.5,7,1,3
1194,"C66",2015,"Health",8.7,4,0,NA
1195,"C53",2023,"Health",6.6,5,1,5
1196,"C16",2023,"Health",5.9,2,1,3
1197,"C41",2014,"Health",11.8,6,0,NA
1198,"C75",2020,"Education",28.7,3,1,4
1199,"C83",2006,"Education",20.1,7,1,4
1200,"C11",2001,"Education",5.2,6,1,3
1201,"C70",2003,"Education",10.8,4,1,5
1202,"C05",2012,"Education",11.2,7,1,2
1203,"C04",2013,"Other",44,3,0,NA
1204,"C03",2017,"Education",70.3,1,1,4
1205,"C54",2011,"Education",10.5,7,1,4
1206,"C10",2006,"Governance",10.4,7,0,NA
1207,"C80",2008,"Infrastructure",71.4,6,1,4
1208,"C50",2022,"Education",15.2,7,1,4
1209,"C03",2012,"Infrastructure",9,4,1,2
1210,"C09",2021,"Health",27,3,0,NA
1211,"C15",2020,"Education",68.2,1,1,3
1212,"C01",2018,"Infrastructure",6.2,6,1,2
1213,"C63",2010,"Education",10.8,7,1,1
1214,"C12",2011,"Infrastructure",39,2,1,2
1215,"C02",2001,"Governance",46.9,2,0,NA
1216,"C84",2013,"Health",38.1,1,1,3
1217,"C11",2001,"Health",50,8,1,2
1218,"C17",2017,"Infrastructure",17.1,3,1,4
1219,"C14",2008,"Infrastructure",5.7,1,1,3
1220,"C01",2004,"Governance",11.8,4,0,NA
1221,"C44",2010,"Education",15.8,8,1,3
1222,"C02",2019,"Governance",9.9,6,0,NA
1223,"C83",2010,"Other",26.5,2,0,NA
1224,"C48",2012,"Governance",7.8,3,0,NA
1225,"C81",2019,"Governance",2.8,2,0,NA
1226,"C83",2023,"Education",10.2,8,1,3
1227,"C70",2009,"Health",14.7,8,1,2
1228,"C35",2018,"Health",5.3,5,1,4
1229,"C60",2023,"Other",10.5,7,1,3
1230,"C15",2000,"Education",13.3,7,1,3
1231,"C77",2024,"Health",4,1,1,5
1232,"C45",2009,"Infrastructure",6.8,7,1,4
1233,"C25",2019,"Education",11.4,2,1,3
1234,"C22",2022,"Infrastructure",10.2,1,1,2
1235,"C41",2023,"Education",5.2,8,1,4
1236,"C74",2012,"Health",24.6,2,0,NA
1237,"C84",2009,"Education",35.7,4,1,3
1238,"C69",2017,"Health",12.1,2,1,5
1239,"C22",2018,"Infrastructure",24.5,3,0,NA
1240,"C51",2018,"Governance",10,5,0,NA
1241,"C49",2005,"Infrastructure",42,5,1,5
1242,"C10",2015,"Education",31.2,7,0,NA
1243,"C53",2006,"Infrastructure",7.1,1,0,NA
1244,"C65",2021,"Education",26.6,3,1,5
1245,"C64",2015,"Health",14.3,8,1,4
1246,"C14",2016,"Education",10.1,4,0,NA
1247,"C21",2002,"Other",10,1,1,3
1248,"C40",2020,"Education",73.7,2,1,5
1249,"C49",2010,"Education",17.7,6,1,3
1250,"C46",2022,"Health",9.6,2,1,3
1251,"C48",2023,"Infrastructure",16.5,7,1,4
1252,"C49",2016,"Health",21.6,5,1,3
1253,"C52",2022,"Education",11,4,0,NA
1254,"C77",2002,"Health",47.5,2,0,NA
1255,"C90",2005,"Infrastructure",20.5,2,1,3
1256,"C71",2016,"Other",28.2,3,1,4
1257,"C75",2018,"Education",11.7,8,1,4
1258,"C84",2001,"Governance",33.7,3,0,NA
1259,"C32",2015,"Education",27.8,1,1,4
1260,"C48",2019,"Education",12.8,6,1,3
1261,"C73",2006,"Other",57.9,6,0,NA
1262,"C69",2012,"Education",34.8,2,1,5
1263,"C80",2007,"Education",18.5,5,1,4
1264,"C90",2021,"Health",9.4,3,1,3
1265,"C75",2023,"Education",20.5,1,1,4
1266,"C06",2007,"Health",51.2,7,1,4
1267,"C73",2007,"Infrastructure",25.4,5,1,5
1268,"C56",2012,"Education",5.3,7,0,NA
1269,"C46",2019,"Health",30.3,5,1,3
1270,"C33",2000,"Infrastructure",21.6,2,0,NA
1271,"C56",2015,"Education",15,7,0,NA
1272,"C82",2024,"Health",26,3,1,4
1273,"C51",2017,"Infrastructure",2,4,1,4
1274,"C05",2015,"Education",4,1,0,NA
1275,"C73",2024,"Governance",51.5,7,0,NA
1276,"C24",2024,"Education",8.8,5,1,3
1277,"C26",2017,"Infrastructure",7.3,4,1,3
1278,"C50",2013,"Infrastructure",42.2,1,0,NA
1279,"C89",2007,"Education",7.6,5,0,NA
1280,"C61",2008,"Governance",22.6,6,1,4
1281,"C17",2013,"Health",8.7,3,0,NA
1282,"C71",2021,"Other",5.1,3,1,3
1283,"C73",2010,"Health",12.8,8,0,NA
1284,"C08",2004,"Infrastructure",30.6,2,1,5
1285,"C89",2006,"Education",5.1,5,1,3
1286,"C04",2024,"Infrastructure",2,8,1,3
1287,"C74",2018,"Education",11.2,3,1,3
1288,"C04",2007,"Governance",5.9,4,1,3
1289,"C05",2012,"Governance",10.1,1,1,4
1290,"C85",2008,"Education",36.4,1,1,2
1291,"C43",2021,"Other",71.9,5,1,3
1292,"C19",2001,"Other",21.7,6,0,NA
1293,"C77",2003,"Health",5.5,1,1,4
1294,"C27",2008,"Education",15.6,5,0,NA
1295,"C78",2016,"Infrastructure",2,8,1,5
1296,"C54",2004,"Health",7.5,3,1,2
1297,"C76",2020,"Governance",25,2,0,NA
1298,"C38",2018,"Other",14.7,3,1,3
1299,"C32",2010,"Infrastructure",7.6,8,0,NA
1300,"C20",2012,"Infrastructure",29.6,2,1,4
1301,"C02",2020,"Education",78.1,8,1,2
1302,"C23",2013,"Infrastructure",17.2,1,1,3
1303,"C32",2024,"Infrastructure",4.8,5,1,3
1304,"C09",2023,"Education",40.5,1,1,2
1305,"C22",2012,"Governance",6.4,1,1,2
1306,"C12",2023,"Education",48.7,3,1,5
1307,"C57",2009,"Education",21.5,3,1,1
1308,"C85",2000,"Infrastructure",7.8,7,1,4
1309,"C66",2019,"Infrastructure",44.4,3,1,2
1310,"C01",2018,"Health",45,5,1,4
1311,"C71",2023,"Education",12.3,8,1,3
1312,"C62",2012,"Health",25.6,7,1,3
1313,"C88",2000,"Other",13.3,3,1,1
1314,"C88",2007,"Infrastructure",9.6,4,1,3
1315,"C84",2015,"Infrastructure",8,8,1,4
1316,"C52",2017,"Governance",6.2,4,1,5
1317,"C17",2004,"Governance",14.8,8,1,3
1318,"C57",2002,"Health",27.4,2,1,4
1319,"C69",2012,"Other",7,3,1,5
1320,"C42",2015,"Health",3.1,2,1,2
1321,"C65",2008,"Other",5.8,7,1,3
1322,"C61",2012,"Education",2.1,2,1,3
1323,"C19",2009,"Governance",34.8,8,1,4
1324,"C23",2007,"Health",120.3,3,0,NA
1325,"C15",2006,"Health",30.1,6,1,2
1326,"C61",2021,"Health",2.7,4,1,4
1327,"C72",2014,"Other",9.1,1,1,4
1328,"C55",2022,"Other",47.9,1,0,NA
1329,"C66",2018,"Health",10.4,3,1,2
1330,"C78",2021,"Infrastructure",12.5,8,1,4
1331,"C03",2022,"Infrastructure",17.1,6,1,3
1332,"C74",2010,"Infrastructure",17.5,2,1,4
1333,"C52",2009,"Health",2.8,1,1,4
1334,"C88",2012,"Education",4.5,1,0,NA
1335,"C61",2010,"Education",11.1,5,1,3
1336,"C24",2012,"Infrastructure",20.7,1,0,NA
1337,"C25",2003,"Education",18.7,7,1,3
1338,"C52",2020,"Infrastructure",28.7,4,1,5
1339,"C55",2000,"Infrastructure",33.7,2,1,5
1340,"C61",2012,"Health",49.5,2,0,NA
1341,"C24",2024,"Governance",25.8,8,0,NA
1342,"C87",2016,"Governance",9.6,3,0,NA
1343,"C76",2006,"Education",14.1,2,1,5
1344,"C30",2022,"Governance",6.8,4,0,NA
1345,"C18",2014,"Governance",15.8,2,1,4
1346,"C75",2018,"Other",53.4,5,1,4
1347,"C07",2008,"Health",5.7,8,1,1
1348,"C83",2008,"Health",16.8,8,1,3
1349,"C80",2018,"Infrastructure",4.6,8,1,5
1350,"C85",2023,"Infrastructure",6.6,1,1,3
1351,"C79",2019,"Governance",4.1,5,1,3
1352,"C53",2011,"Education",36.5,1,1,3
1353,"C33",2003,"Education",5.8,8,0,NA
1354,"C88",2008,"Other",12.3,3,0,NA
1355,"C30",2016,"Other",41.5,1,0,NA
1356,"C68",2006,"Education",21.1,7,1,3
1357,"C82",2014,"Governance",15.8,5,1,3
1358,"C05",2003,"Education",2.2,4,1,5
1359,"C52",2013,"Education",40.4,7,1,3
1360,"C43",2019,"Education",65.4,8,1,4
1361,"C66",2001,"Health",8,6,1,3
1362,"C67",2008,"Infrastructure",2.7,6,1,2
1363,"C26",2016,"Governance",3.8,8,1,5
1364,"C21",2019,"Health",38.6,8,1,5
1365,"C29",2003,"Health",5.2,3,1,3
1366,"C13",2021,"Health",113.6,6,1,4
1367,"C69",2003,"Other",10,8,1,4
1368,"C62",2005,"Health",8.3,5,0,NA
1369,"C82",2006,"Governance",22.3,8,1,3
1370,"C45",2005,"Other",21.8,7,0,NA
1371,"C29",2011,"Infrastructure",13.6,4,1,4
1372,"C46",2004,"Education",5,8,1,5
1373,"C51",2009,"Education",9.6,1,1,4
1374,"C80",2020,"Education",10.4,1,1,3
1375,"C33",2001,"Infrastructure",26.2,6,1,4
1376,"C11",2024,"Education",19.3,6,0,NA
1377,"C71",2006,"Education",8.2,2,1,5
1378,"C46",2016,"Governance",5.7,2,0,NA
1379,"C05",2007,"Health",24.7,5,0,NA
1380,"C26",2023,"Infrastructure",14.6,7,0,NA
1381,"C06",2018,"Infrastructure",37,3,1,3
1382,"C65",2010,"Infrastructure",4.4,8,1,1
1383,"C03",2010,"Other",10.7,3,0,NA
1384,"C77",2015,"Health",19,3,1,3
1385,"C65",2018,"Education",24.2,3,0,NA
1386,"C16",2005,"Health",14.2,4,1,3
1387,"C19",2004,"Other",12.8,2,0,NA
1388,"C67",2020,"Health",10.1,7,1,3
1389,"C80",2003,"Other",23.9,6,1,5
1390,"C74",2004,"Education",16.3,7,1,5
1391,"C52",2003,"Health",28.4,5,1,3
1392,"C33",2022,"Infrastructure",56.5,1,1,4
1393,"C27",2011,"Education",64.5,8,1,4
1394,"C65",2018,"Education",4.9,1,1,2
1395,"C02",2003,"Other",43.7,3,0,NA
1396,"C76",2002,"Other",6.1,7,1,3
1397,"C87",2021,"Infrastructure",38,3,1,1
1398,"C88",2017,"Infrastructure",29,7,1,3
1399,"C03",2006,"Health",2,8,0,NA
1400,"C13",2006,"Infrastructure",4.3,3,1,4
1401,"C67",2006,"Health",7.6,2,1,3
1402,"C65",2002,"Infrastructure",30.1,8,1,2
1403,"C76",2005,"Governance",30.3,7,1,1
1404,"C42",2007,"Education",41.4,4,1,3
1405,"C29",2008,"Health",20.1,4,1,4
1406,"C78",2012,"Infrastructure",10.3,5,1,3
1407,"C23",2005,"Governance",2.7,1,1,5
1408,"C75",2018,"Education",9.3,6,1,4
1409,"C41",2023,"Infrastructure",58.3,1,1,3
1410,"C04",2015,"Governance",3.1,1,0,NA
1411,"C61",2006,"Governance",4.3,6,0,NA
1412,"C45",2017,"Infrastructure",3,5,0,NA
1413,"C65",2018,"Other",120,6,1,5
1414,"C29",2017,"Other",2.8,2,1,4
1415,"C78",2022,"Governance",14.6,5,1,4
1416,"C52",2006,"Education",10.2,7,1,5
1417,"C88",2007,"Other",5.5,5,0,NA
1418,"C06",2016,"Education",27.5,5,0,NA
1419,"C81",2012,"Infrastructure",4.2,3,0,NA
1420,"C30",2023,"Other",22.4,3,1,3
1421,"C23",2010,"Education",88.3,4,1,4
1422,"C65",2004,"Health",11.1,3,1,3
1423,"C82",2003,"Education",42,3,1,4
1424,"C03",2012,"Infrastructure",139,2,1,3
1425,"C03",2000,"Education",12.4,8,1,4
1426,"C72",2005,"Health",9.4,2,1,4
1427,"C20",2012,"Governance",29.8,6,1,4
1428,"C72",2017,"Education",22,6,0,NA
1429,"C13",2012,"Education",10,7,0,NA
1430,"C53",2002,"Infrastructure",11,5,1,5
1431,"C26",2012,"Health",23.9,4,1,2
1432,"C61",2002,"Governance",36.5,1,1,3
1433,"C05",2014,"Health",13.8,4,1,3
1434,"C07",2016,"Infrastructure",14.3,7,1,3
1435,"C31",2024,"Infrastructure",5.2,1,0,NA
1436,"C60",2002,"Education",2.5,6,1,2
1437,"C22",2022,"Education",2.5,7,1,2
1438,"C67",2024,"Health",3.9,6,1,3
1439,"C32",2022,"Health",11.5,6,1,3
1440,"C16",2018,"Infrastructure",8.7,7,1,3
1441,"C68",2022,"Education",48.1,6,1,2
1442,"C38",2015,"Infrastructure",12.3,1,1,5
1443,"C33",2005,"Health",12.6,1,1,4
1444,"C83",2023,"Education",7,2,1,4
1445,"C17",2017,"Health",11.7,3,1,4
1446,"C27",2006,"Health",30.9,7,1,3
1447,"C37",2002,"Health",26,2,1,4
1448,"C09",2020,"Other",15.6,4,0,NA
1449,"C53",2019,"Infrastructure",24.2,4,1,3
1450,"C30",2019,"Education",22.9,7,1,3
1451,"C84",2008,"Education",42,7,0,NA
1452,"C89",2024,"Other",17.9,2,1,3
1453,"C32",2008,"Governance",134.2,4,0,NA
1454,"C73",2021,"Health",18.7,5,1,3
1455,"C43",2008,"Governance",14.1,6,0,NA
1456,"C58",2004,"Infrastructure",48.1,4,1,3
1457,"C05",2007,"Governance",9.4,5,0,NA
1458,"C85",2001,"Health",13.5,8,0,NA
1459,"C72",2023,"Infrastructure",21.2,2,1,4
1460,"C67",2012,"Governance",65.5,7,1,5
1461,"C34",2003,"Infrastructure",20.3,5,1,3
1462,"C55",2009,"Other",29.8,4,1,2
1463,"C21",2013,"Infrastructure",16.5,4,1,3
1464,"C53",2004,"Other",23.8,4,1,2
1465,"C12",2012,"Education",4.1,6,1,5
1466,"C58",2008,"Health",34.8,5,1,3
1467,"C65",2014,"Health",4.3,8,1,5
1468,"C75",2014,"Education",14.2,8,0,NA
1469,"C26",2010,"Health",3.5,5,1,4
1470,"C59",2010,"Infrastructure",9.6,8,1,3
1471,"C23",2003,"Infrastructure",7.7,8,1,2
1472,"C20",2002,"Education",21.3,2,0,NA
1473,"C63",2012,"Other",10.4,6,1,4
1474,"C60",2019,"Infrastructure",22.8,6,1,2
1475,"C28",2024,"Education",49,5,1,2
1476,"C78",2006,"Health",12.2,6,1,2
1477,"C60",2007,"Education",15.3,4,1,3
1478,"C85",2017,"Governance",5.6,7,0,NA
1479,"C09",2001,"Education",24.4,4,0,NA
1480,"C51",2000,"Health",3.3,7,0,NA
1481,"C02",2010,"Education",21.4,6,0,NA
1482,"C79",2022,"Other",16.8,6,1,2
1483,"C18",2017,"Health",6.7,3,1,3
1484,"C90",2011,"Education",11.1,2,0,NA
1485,"C44",2004,"Governance",10.8,4,0,NA
1486,"C49",2008,"Infrastructure",2.4,8,0,NA
1487,"C30",2004,"Other",5.4,6,0,NA
1488,"C17",2022,"Infrastructure",24,7,1,4
1489,"C11",2022,"Education",16.8,8,1,4
1490,"C23",2021,"Education",42.3,1,0,NA
1491,"C41",2011,"Other",17.8,7,1,5
1492,"C58",2011,"Infrastructure",40.9,2,0,NA
1493,"C49",2020,"Education",19.4,3,1,2
1494,"C42",2004,"Health",5,7,1,3
1495,"C88",2011,"Infrastructure",6.3,8,1,2
1496,"C33",2016,"Governance",11.3,3,0,NA
1497,"C82",2010,"Infrastructure",51.9,1,1,2
1498,"C62",2017,"Infrastructure",46.7,6,1,3
1499,"C36",2018,"Education",27.3,3,0,NA
1500,"C40",2008,"Governance",27.3,5,1,3
