"org_id","year","field","employees","expenses","grant_amount","gov_grant","private_grant","beneficiaries_served","rating"
126,2019,"Arts",35,631269,83119,0,1,188,5
690,2022,"Health",30,223797,55564,1,0,218,4
227,2012,"Environment",31,460584,173908,0,1,175,4
9,2013,"Health",34,448990,20479,0,1,204,3
348,2024,"Health",40,1776290,132711,0,0,190,5
806,2017,"Education",42,99426,96368,0,1,198,3
115,2015,"Environment",36,309305,178345,1,1,180,1
858,2024,"Arts",31,394263,12337,0,1,204,3
496,2024,"Other",27,126559,170770,0,0,198,4
543,2016,"Environment",23,246672,21419,0,0,198,3
484,2020,"Education",31,487879,50132,0,0,194,3
718,2019,"Environment",30,473480,23778,0,0,205,3
441,2020,"Education",33,640962,288313,0,1,221,4
680,2023,"Health",27,319811,36837,1,0,190,4
819,2020,"Environment",30,220402,70208,0,0,204,4
840,2023,"Environment",44,1892463,264180,0,1,205,4
647,2012,"Health",28,1833284,88535,0,1,189,4
496,2013,"Education",24,340959,17708,0,1,190,2
628,2023,"Health",31,334756,7716,1,0,207,3
153,2018,"Health",27,1485988,18823,0,1,199,4
542,2012,"Health",32,512520,37480,1,1,175,5
325,2016,"Other",27,211350,146409,0,0,197,3
355,2017,"Health",28,4497753,179450,0,0,192,4
236,2013,"Other",36,544481,17226,0,1,184,3
859,2021,"Education",27,348179,114669,0,1,212,3
716,2019,"Health",32,484391,121771,0,1,190,4
608,2021,"Environment",29,219795,208708,0,1,203,4
94,2018,"Environment",38,130363,65158,0,1,201,3
786,2014,"Health",29,143240,8055,0,1,183,3
661,2013,"Other",32,442832,50251,1,0,208,4
254,2013,"Environment",40,587920,53634,0,0,212,2
406,2015,"Environment",33,812697,82122,1,1,192,5
159,2024,"Education",31,305002,12404,0,1,173,5
737,2014,"Education",30,195762,50405,0,1,170,5
303,2024,"Health",31,136279,40487,0,0,186,4
520,2014,"Other",31,441144,32778,0,0,190,5
663,2012,"Education",34,908651,310156,0,1,199,5
81,2016,"Other",24,1359259,5509,1,1,198,3
57,2013,"Education",36,536870,28208,0,1,191,3
610,2021,"Other",28,1463439,68409,1,0,189,3
61,2024,"Health",31,242479,2366,0,1,186,2
164,2013,"Other",41,211936,8895,0,0,206,3
809,2015,"Health",32,510531,12216,1,0,199,4
499,2016,"Environment",41,608927,70557,1,1,203,3
511,2023,"Education",36,151189,73583,0,0,215,4
56,2020,"Environment",32,116997,15669,0,1,200,3
626,2023,"Environment",36,2104164,98318,0,0,194,1
794,2024,"Health",32,276779,44647,0,1,184,4
80,2018,"Environment",33,1232441,42946,0,0,193,5
850,2019,"Education",38,430732,16166,1,0,201,5
382,2022,"Environment",21,2133219,156951,0,1,219,3
370,2018,"Arts",31,1141260,83603,0,0,213,5
392,2013,"Arts",34,53140,58212,1,1,198,4
491,2012,"Health",25,1022099,4810,0,1,187,2
330,2020,"Other",24,1303839,36744,0,1,201,2
51,2021,"Education",30,1490948,34775,0,1,210,5
606,2015,"Other",28,6477075,44092,0,1,193,3
82,2022,"Other",28,600174,48592,0,0,205,3
777,2014,"Other",28,823316,17817,0,0,222,5
505,2013,"Education",34,101619,16766,0,0,204,4
845,2022,"Environment",29,762541,489488,0,0,205,2
190,2022,"Other",23,420786,73040,0,1,195,5
72,2019,"Education",31,272471,3933,0,1,192,5
455,2017,"Environment",24,278224,14891,0,0,176,5
711,2013,"Health",27,846033,288581,0,0,193,4
186,2023,"Environment",27,1204478,158300,0,1,206,2
839,2021,"Other",26,634687,11869,0,1,197,4
573,2019,"Education",26,599333,81006,0,1,186,3
177,2022,"Other",37,97096,170907,0,0,207,4
478,2023,"Education",33,272616,31093,0,1,195,4
241,2015,"Arts",27,218169,156621,0,1,188,4
556,2012,"Environment",48,416660,169361,1,1,200,4
12,2014,"Arts",17,383906,56714,0,1,219,4
402,2013,"Arts",34,193109,2767,1,0,189,5
316,2019,"Arts",34,119682,45861,0,0,196,3
235,2024,"Health",23,2082396,49014,0,1,183,3
358,2024,"Health",30,749732,57441,0,1,194,4
223,2020,"Health",29,365053,70194,0,0,206,3
347,2023,"Arts",23,1401863,23923,0,0,215,5
146,2021,"Other",31,2357649,51596,0,0,218,3
698,2019,"Other",31,267021,16890,0,0,209,3
197,2019,"Other",28,108449,250786,1,0,169,4
15,2021,"Arts",26,1520233,299994,0,1,206,3
244,2021,"Environment",26,918477,49839,1,1,216,3
112,2012,"Health",22,281257,18790,0,1,201,3
331,2020,"Arts",32,883819,206574,0,1,216,4
758,2021,"Health",39,880934,146939,1,0,190,4
72,2024,"Health",29,414591,22995,0,1,179,4
763,2019,"Education",32,166812,18223,1,0,197,4
409,2023,"Environment",24,361033,55272,0,0,187,3
22,2013,"Arts",31,579871,28119,0,1,207,3
621,2023,"Education",32,253443,7782,0,1,187,2
876,2024,"Arts",39,941593,410889,0,0,200,5
55,2024,"Environment",36,584937,103166,0,0,190,3
522,2019,"Other",37,1058554,7617,0,0,197,5
509,2020,"Environment",33,1499432,16760,0,1,206,1
790,2020,"Education",26,115101,98362,1,1,182,4
581,2020,"Arts",28,73314,58141,1,1,212,3
291,2013,"Environment",30,499212,47656,1,1,212,5
517,2024,"Other",29,244692,72888,0,0,208,5
544,2019,"Education",29,389009,192539,0,0,207,1
709,2017,"Health",40,655156,63331,0,0,200,2
174,2023,"Health",44,103151,19426,0,0,207,5
640,2020,"Education",31,353966,13996,0,0,205,3
317,2023,"Environment",24,1016048,132294,0,0,205,2
231,2014,"Health",33,172040,71976,0,0,210,3
458,2021,"Environment",37,337467,89464,0,1,201,4
174,2024,"Health",34,1550173,88415,1,1,207,1
602,2012,"Environment",36,1129044,53102,0,0,201,4
257,2020,"Arts",26,413674,17709,0,1,191,5
870,2022,"Health",38,661245,59107,0,1,196,1
353,2016,"Environment",29,3124828,132289,1,0,225,3
803,2018,"Health",32,72906,86548,1,1,209,4
170,2017,"Other",24,614492,41069,0,0,204,3
226,2019,"Environment",29,2202341,158493,0,1,206,5
505,2018,"Other",31,603875,20883,0,0,209,5
93,2024,"Arts",31,225010,14072,0,1,179,3
296,2024,"Arts",40,669762,14174,0,1,218,3
498,2020,"Education",35,1091812,31705,1,0,201,4
722,2019,"Health",29,42481,24121,1,0,202,4
184,2014,"Other",32,85560,29688,0,1,183,3
568,2016,"Other",23,1337234,26119,0,0,188,5
7,2019,"Environment",36,466345,8666,0,1,222,3
354,2021,"Environment",22,248981,26303,0,1,216,5
572,2012,"Environment",34,1979071,39513,1,0,207,4
236,2021,"Education",34,185927,22406,0,0,209,3
421,2013,"Arts",39,59771,33229,0,0,185,3
498,2019,"Arts",23,3132835,16809,0,1,196,4
783,2020,"Arts",35,502295,17231,1,1,188,2
769,2013,"Health",23,338566,85582,0,1,206,4
682,2012,"Education",33,401327,349947,0,1,200,5
819,2023,"Other",22,473272,26322,0,1,198,5
753,2024,"Arts",26,487179,69824,0,1,199,1
517,2021,"Other",30,193050,76362,1,1,223,4
466,2016,"Education",33,373660,25076,0,0,199,4
663,2024,"Arts",39,490123,120365,0,0,178,5
149,2020,"Environment",27,212512,80686,1,0,194,3
850,2015,"Environment",24,663649,701,1,0,184,3
74,2014,"Environment",30,304338,15154,0,0,232,3
654,2022,"Health",31,43408,151853,1,1,224,4
674,2021,"Education",40,1525553,65599,0,1,202,3
471,2012,"Other",34,219201,45175,0,1,208,5
679,2019,"Education",33,1547040,50723,0,1,223,4
205,2013,"Other",30,163003,78901,1,1,189,4
637,2018,"Education",35,794562,35318,1,1,211,5
508,2019,"Other",32,167670,11181,0,0,214,5
353,2015,"Other",34,149056,70246,0,0,200,3
856,2013,"Health",28,1637490,93096,1,0,203,5
7,2016,"Other",31,200933,8974,1,0,200,3
411,2017,"Education",34,1704119,15052,0,1,183,4
410,2022,"Environment",24,547209,22999,0,1,205,4
415,2018,"Other",32,2815047,93363,0,0,212,4
154,2013,"Arts",41,136698,60994,0,1,187,1
488,2014,"Health",38,699747,130297,1,0,202,4
49,2023,"Education",28,423078,79201,0,0,186,5
546,2015,"Health",28,830078,46482,1,1,226,4
214,2017,"Environment",40,2700262,9159,0,1,195,3
67,2020,"Arts",29,139519,13147,0,0,189,4
443,2013,"Arts",32,280549,264517,0,1,192,4
790,2024,"Other",32,743832,247902,0,1,200,4
493,2015,"Other",33,446722,115140,0,0,169,4
251,2017,"Arts",27,1103382,114738,1,0,206,3
446,2022,"Environment",25,994892,20492,0,0,198,1
574,2017,"Health",27,1081022,47153,1,0,205,4
593,2013,"Arts",34,1217665,132099,0,1,211,3
5,2013,"Health",33,270500,51364,0,1,199,1
731,2015,"Health",37,298283,19578,1,1,205,4
784,2019,"Health",33,1227460,19533,1,1,220,4
465,2015,"Arts",30,2159108,42561,1,0,188,4
715,2020,"Arts",30,651290,48907,0,0,219,2
412,2024,"Arts",20,455061,113377,0,0,173,3
69,2022,"Other",28,1180699,61734,0,0,211,4
36,2015,"Arts",27,343854,35878,0,0,179,4
873,2019,"Other",37,202171,35683,0,1,204,5
303,2013,"Education",36,319603,5570,0,1,181,4
723,2023,"Arts",34,127989,85379,0,0,187,5
507,2020,"Health",27,451079,85338,0,1,186,5
312,2015,"Education",30,354181,16617,0,0,238,3
242,2015,"Other",33,1123819,145204,0,1,216,3
735,2023,"Environment",31,1001569,145440,0,0,192,4
707,2013,"Other",38,1425169,390,0,1,215,3
138,2024,"Environment",29,165031,3923,0,1,201,4
841,2024,"Other",35,859649,269747,0,0,227,3
87,2022,"Other",25,109501,45369,0,0,204,5
434,2012,"Education",27,873846,61151,1,0,195,4
81,2012,"Arts",35,351572,9562,1,1,171,4
218,2014,"Other",25,2157972,132183,1,0,198,4
857,2012,"Other",23,337989,88072,0,1,201,4
65,2014,"Other",36,593584,159846,1,1,215,3
41,2018,"Health",31,186222,17469,1,1,189,1
274,2017,"Arts",36,680134,48127,0,0,195,4
774,2020,"Other",34,854507,2580,1,1,213,4
716,2014,"Environment",27,2014385,4739,1,0,199,3
409,2015,"Arts",26,757407,233898,0,1,191,2
529,2019,"Environment",29,1697591,11312,0,0,224,5
439,2022,"Environment",44,235866,194470,0,1,218,4
873,2014,"Arts",32,548935,176191,0,0,225,4
697,2022,"Arts",29,1692371,230800,1,1,207,2
666,2024,"Other",35,497240,30320,1,1,196,4
736,2016,"Other",35,874989,7241,1,1,192,3
507,2017,"Education",34,61804,72075,1,1,202,4
881,2024,"Other",35,454311,102441,1,0,203,3
805,2012,"Education",35,133409,7976,0,1,195,4
618,2021,"Other",27,322260,15326,1,0,218,4
622,2023,"Education",31,80348,48081,1,0,219,4
346,2016,"Education",28,303413,124801,0,1,204,4
70,2015,"Health",34,61254,35960,1,0,192,5
177,2017,"Education",31,591209,980,0,0,225,4
525,2024,"Arts",28,477425,36611,0,1,186,3
329,2019,"Education",31,957361,56763,0,0,216,4
725,2020,"Environment",31,1514348,20626,0,0,214,3
413,2013,"Health",27,318499,90882,1,1,178,3
876,2020,"Health",31,702046,44153,0,0,212,4
827,2014,"Health",31,145736,228422,0,0,183,4
678,2018,"Environment",46,263005,177595,1,0,194,3
864,2019,"Health",37,531320,50278,0,1,173,4
880,2014,"Education",34,982904,89925,0,0,191,1
600,2012,"Health",34,302096,38163,0,0,185,3
230,2015,"Other",34,331089,11591,0,1,196,5
566,2019,"Health",24,907385,78468,0,1,206,3
758,2018,"Health",24,1880582,128125,1,1,194,2
267,2018,"Other",29,429095,10257,0,1,188,4
673,2022,"Other",20,419746,326899,0,1,211,3
353,2021,"Environment",34,970617,49036,0,1,207,4
124,2013,"Arts",34,273352,42693,0,0,210,4
685,2023,"Arts",31,268784,21784,0,1,202,4
813,2017,"Arts",31,1121942,272193,0,1,204,5
595,2023,"Education",31,1953150,27550,0,1,187,3
748,2013,"Health",32,268483,11648,0,0,234,4
189,2023,"Health",29,348638,43573,0,1,199,2
572,2017,"Other",34,934813,5124,1,1,180,3
316,2018,"Environment",35,488447,184567,1,0,208,3
783,2013,"Health",30,2588437,91724,1,1,224,4
390,2020,"Health",35,769953,34817,0,0,202,3
36,2024,"Education",27,156300,46374,0,0,202,3
26,2015,"Arts",31,660780,23741,1,1,194,4
457,2018,"Education",29,499515,18154,1,0,179,3
119,2017,"Education",35,410676,2099,0,1,206,3
599,2021,"Health",31,361503,5321,1,0,209,3
895,2015,"Arts",36,90020,51469,1,0,186,4
86,2013,"Arts",18,363765,47726,0,1,208,1
544,2012,"Education",26,438485,4931,0,0,200,4
438,2019,"Arts",29,596519,199756,0,0,179,4
143,2020,"Environment",32,352181,7610,0,1,188,5
519,2022,"Health",29,1326997,45884,1,0,192,1
36,2015,"Education",33,788952,62928,0,1,210,3
859,2021,"Arts",29,616279,44476,1,0,207,4
767,2015,"Health",32,2313181,183258,0,1,205,5
750,2020,"Arts",39,782477,99229,0,0,177,4
357,2014,"Other",46,537915,54729,0,0,191,5
485,2014,"Environment",29,170275,36122,0,0,193,3
742,2024,"Other",32,154759,97824,0,1,227,5
361,2018,"Health",35,292104,18167,1,1,197,1
646,2023,"Environment",18,955229,191204,0,0,183,5
538,2017,"Education",35,615788,14571,0,1,193,5
426,2012,"Education",31,169726,33885,0,1,204,1
32,2021,"Environment",26,159110,7100,0,0,192,4
700,2018,"Education",38,363151,49713,0,1,209,2
83,2013,"Arts",35,993007,44378,0,1,226,5
32,2020,"Environment",32,322422,14525,0,0,203,4
274,2019,"Education",34,278639,199390,1,1,169,4
15,2023,"Arts",25,89769,54086,0,0,190,3
297,2021,"Environment",27,70698,68799,0,1,207,4
98,2021,"Arts",27,263040,102986,0,1,192,4
288,2017,"Health",26,1156697,67975,0,1,196,2
168,2016,"Arts",30,1780047,114825,0,1,209,4
545,2019,"Arts",33,288765,86936,0,0,205,3
629,2021,"Education",26,1380407,139863,1,1,186,3
646,2018,"Environment",26,213851,115484,0,1,199,4
887,2023,"Arts",37,6470915,162438,1,0,195,3
140,2014,"Health",33,947947,8509,0,1,217,4
632,2017,"Education",37,1941197,2678,1,0,212,3
753,2023,"Arts",45,475893,13604,0,0,204,4
858,2019,"Arts",35,1750598,155212,0,1,212,4
141,2012,"Health",20,520488,22622,0,1,202,5
354,2018,"Arts",38,467616,28208,1,1,221,1
405,2022,"Education",40,842350,30046,0,0,168,5
252,2014,"Education",30,121368,5006,0,0,202,4
540,2019,"Other",29,2723678,7797,0,0,205,4
775,2023,"Environment",21,329126,279996,0,1,196,3
484,2024,"Arts",35,990578,106396,0,0,178,4
896,2020,"Health",31,1792188,154901,1,1,191,3
71,2015,"Other",41,283181,42441,0,0,202,4
23,2018,"Environment",27,1426712,68597,1,0,198,2
618,2024,"Other",32,1215242,307233,0,0,192,5
494,2015,"Environment",25,312718,94349,0,0,167,3
471,2018,"Other",29,18784,68757,1,1,201,3
436,2022,"Health",24,569952,58429,1,1,216,5
287,2023,"Health",31,111273,89857,0,0,158,3
539,2013,"Environment",22,403324,5122,0,1,206,5
513,2024,"Environment",34,2363705,93540,0,0,184,2
875,2020,"Arts",31,204848,81290,1,1,207,3
442,2022,"Arts",33,513350,284556,0,0,212,3
230,2014,"Other",18,98782,18621,1,1,201,5
212,2013,"Environment",28,524741,47090,0,0,178,2
150,2021,"Environment",40,3144474,11905,0,1,206,2
251,2013,"Education",34,150075,89087,0,0,199,4
617,2023,"Arts",23,394007,17589,0,1,197,3
389,2023,"Health",31,97871,608711,1,1,197,3
591,2023,"Other",36,473624,76878,0,1,162,4
591,2015,"Education",23,75828,39229,1,0,193,3
122,2015,"Health",17,303146,25871,0,1,217,3
451,2017,"Education",31,583343,14711,1,0,194,4
848,2024,"Education",32,77939,106938,0,0,212,4
529,2012,"Education",32,262938,13271,0,1,185,2
258,2012,"Education",32,34907,92301,0,1,206,4
304,2015,"Other",36,106607,87758,0,1,194,3
846,2023,"Arts",34,262994,58861,1,1,228,5
877,2023,"Education",30,614314,72629,0,1,216,3
806,2013,"Arts",33,573291,46586,0,0,185,2
847,2019,"Arts",36,769292,32964,0,0,221,3
745,2015,"Arts",28,319649,20569,0,0,193,5
313,2019,"Education",23,3793313,13172,0,1,200,3
869,2012,"Environment",33,243060,67896,0,1,195,5
337,2018,"Arts",32,203496,142969,0,1,200,4
650,2013,"Education",31,1020063,150057,1,1,188,3
640,2019,"Environment",43,865135,133164,0,0,201,3
248,2013,"Education",20,62466,52604,0,1,212,3
680,2015,"Arts",35,1051579,24861,0,0,198,4
578,2019,"Education",24,1791122,78256,0,1,206,3
893,2013,"Other",42,1017024,591373,0,1,199,3
135,2012,"Other",36,74342,47225,1,1,201,1
133,2022,"Environment",19,538824,37795,0,0,197,2
507,2022,"Arts",33,173953,36540,0,1,202,5
734,2022,"Environment",29,1463506,224630,1,0,197,4
209,2019,"Environment",38,732313,65810,1,1,207,3
798,2023,"Arts",20,301395,172329,0,0,205,3
692,2019,"Education",38,522792,3112,0,0,206,2
164,2018,"Arts",43,1319003,4067,0,1,181,4
136,2019,"Other",30,746941,36335,1,0,197,3
21,2018,"Education",24,207591,108756,0,0,205,5
173,2022,"Environment",33,217187,52560,0,1,200,5
506,2017,"Arts",39,428951,80428,0,1,196,3
788,2021,"Health",31,2205476,168230,0,0,196,2
163,2018,"Education",34,216254,90851,1,1,189,5
251,2019,"Health",22,1038850,6337,0,1,182,4
645,2019,"Environment",27,372495,107786,0,0,208,4
662,2012,"Arts",21,278517,73032,0,1,207,4
581,2020,"Environment",33,286620,227322,0,0,169,5
523,2013,"Health",33,216180,66539,1,0,182,3
634,2013,"Environment",22,777900,57000,1,1,192,3
171,2019,"Education",36,889132,72,1,1,176,2
390,2024,"Environment",29,1000813,42875,0,0,191,3
793,2018,"Health",42,327478,20443,0,0,197,4
471,2018,"Health",27,243508,12500,0,0,208,4
419,2013,"Arts",22,326650,46158,1,0,188,3
300,2019,"Other",34,644640,7207,1,1,191,3
149,2015,"Other",41,342736,41622,0,1,181,3
573,2012,"Health",32,192348,27686,0,0,208,5
321,2021,"Health",43,569506,10667,0,1,159,3
676,2020,"Environment",31,1676265,144522,1,1,204,3
284,2023,"Environment",36,203706,589910,0,0,209,4
602,2020,"Health",35,975266,23764,0,0,210,2
505,2014,"Education",26,1670204,184,1,1,201,4
150,2024,"Arts",32,602609,28654,0,1,184,1
863,2014,"Other",34,5968646,21242,0,1,208,3
327,2016,"Arts",28,282229,645,0,0,225,3
239,2023,"Arts",33,464441,97796,1,0,193,3
283,2014,"Arts",43,419453,46710,0,1,204,3
544,2017,"Health",29,319476,10300,0,0,204,4
171,2017,"Environment",29,633855,28909,0,1,201,5
798,2020,"Arts",22,567667,129865,1,0,209,4
529,2019,"Health",30,1871107,19430,0,1,210,5
653,2017,"Arts",34,90764,37056,1,0,204,5
172,2019,"Environment",31,96793,55276,0,0,204,3
802,2012,"Education",28,276077,16303,0,1,179,4
843,2012,"Environment",24,194085,5042,1,1,180,4
485,2014,"Environment",38,1728320,21065,0,1,175,3
561,2013,"Environment",36,147926,143816,0,0,205,5
653,2019,"Education",38,1536141,80639,0,0,199,3
464,2020,"Arts",36,1720524,207826,0,1,176,5
824,2018,"Education",34,3934033,23751,0,1,198,3
664,2018,"Education",36,628242,113668,0,0,186,4
880,2012,"Health",32,2046223,21980,1,1,214,3
806,2018,"Environment",22,942879,15369,0,1,202,4
744,2015,"Arts",29,2954304,95558,0,1,215,5
353,2014,"Other",28,529759,257144,1,1,186,4
425,2019,"Education",38,1202114,9402,0,0,200,3
796,2019,"Environment",32,28433,21153,0,1,212,2
881,2016,"Environment",24,1402962,72904,0,1,200,4
592,2023,"Other",26,1184930,1612,0,1,208,4
825,2021,"Environment",29,276643,18133,0,0,212,4
12,2024,"Education",27,244919,22765,0,1,201,3
716,2022,"Other",32,554057,65374,0,1,178,4
199,2023,"Other",29,318249,119821,0,0,190,5
827,2016,"Arts",30,397435,179381,0,1,219,4
851,2017,"Health",33,3100824,35254,1,1,212,3
180,2012,"Other",24,1090604,259779,1,1,183,4
558,2015,"Education",21,1265832,48253,0,0,204,5
270,2022,"Health",33,300905,132604,1,1,191,5
7,2013,"Other",29,949047,29509,1,1,187,5
464,2017,"Other",33,202182,12372,0,1,187,3
650,2020,"Arts",34,334917,131967,0,1,183,3
727,2019,"Health",36,316867,148572,1,0,180,4
195,2024,"Education",22,1137038,3811,1,0,192,4
479,2013,"Environment",29,125455,195452,0,1,197,5
24,2014,"Education",31,157341,62197,1,0,185,4
32,2014,"Environment",40,1455376,20967,0,1,221,2
718,2013,"Education",35,832272,25126,0,0,234,5
616,2023,"Other",38,1953862,48806,0,1,186,4
568,2016,"Other",39,505730,13216,0,1,216,3
350,2022,"Other",34,401693,668,0,0,193,4
400,2017,"Other",25,1325650,28487,0,1,189,1
108,2013,"Arts",24,1301428,58488,0,0,201,2
185,2015,"Education",30,692114,11976,0,1,201,3
104,2021,"Education",25,49812,178377,1,1,208,5
521,2024,"Other",31,986471,17404,0,0,217,1
656,2014,"Education",38,2859349,51244,0,1,217,5
113,2018,"Health",34,1141980,77864,0,1,206,4
20,2020,"Education",32,154238,110380,0,1,202,4
672,2019,"Other",24,2010383,20417,0,1,202,4
872,2021,"Education",33,749462,83896,0,1,198,4
678,2014,"Environment",30,145268,104249,0,0,201,5
53,2013,"Arts",32,918007,124275,1,1,184,4
179,2018,"Other",22,141365,52997,1,1,187,4
882,2016,"Arts",35,215238,84068,0,1,180,4
575,2017,"Arts",30,45779,34538,1,1,195,3
829,2018,"Health",31,46494,61123,0,0,193,5
137,2016,"Education",30,545420,46071,0,1,190,4
564,2024,"Arts",36,703006,107236,0,1,211,3
368,2014,"Other",35,92126,46788,0,0,197,5
316,2013,"Environment",47,2098321,108468,0,0,193,5
97,2012,"Environment",37,364620,132487,0,0,190,3
333,2018,"Environment",34,46417,2549,0,0,221,3
450,2022,"Health",27,377208,10258,0,1,221,1
503,2021,"Education",37,1339514,318,0,0,206,4
173,2024,"Arts",24,173350,16912,0,1,204,4
838,2018,"Education",27,306919,21279,1,0,175,2
75,2020,"Arts",19,2237726,46113,0,0,189,5
236,2012,"Health",26,302067,138679,1,1,187,3
664,2015,"Health",31,743378,48950,1,1,216,4
604,2017,"Health",30,247801,2643,0,0,217,4
469,2019,"Arts",28,143814,373573,0,0,188,3
211,2020,"Environment",30,1018639,33903,0,1,205,5
223,2018,"Other",38,212203,23774,0,1,209,3
316,2015,"Education",34,896399,77221,0,1,204,4
667,2021,"Environment",32,1529429,7670,0,1,181,3
815,2016,"Other",23,544020,161172,1,0,191,3
327,2012,"Other",33,3310800,289289,1,1,194,3
64,2023,"Environment",29,568115,39643,0,0,207,3
543,2023,"Other",37,658463,45449,0,1,187,5
764,2018,"Other",26,3700024,22960,1,1,228,5
51,2020,"Other",31,963659,155415,1,0,225,4
80,2023,"Education",35,399673,56499,0,1,225,2
287,2022,"Education",33,1099066,14528,0,0,189,2
716,2017,"Other",33,202668,13156,0,1,190,3
455,2022,"Arts",44,1419242,124506,0,0,191,3
521,2020,"Arts",27,3879656,10790,0,0,200,3
396,2014,"Arts",30,230619,28459,0,0,235,3
131,2023,"Other",36,287635,69091,1,1,218,4
96,2017,"Environment",32,1207000,117610,1,1,222,4
14,2012,"Other",26,201695,23793,0,1,205,3
308,2018,"Environment",25,63577,29754,0,1,209,5
692,2017,"Health",31,1567846,121459,0,1,207,2
771,2023,"Environment",29,177063,210754,0,1,193,2
31,2022,"Education",28,5840816,9427,0,0,211,3
735,2018,"Education",35,790938,197408,0,1,183,5
618,2018,"Arts",25,137839,12664,1,1,181,1
704,2014,"Arts",31,221263,83623,0,0,203,4
618,2024,"Other",27,54891,586,0,1,190,4
364,2014,"Arts",34,52597,47938,0,0,192,4
584,2021,"Health",26,209123,8436,0,1,203,3
253,2019,"Health",33,706134,71372,1,0,183,3
716,2014,"Environment",28,864564,54034,1,1,204,3
368,2014,"Education",35,1317907,29768,0,1,193,5
535,2012,"Other",27,1879930,61745,0,1,183,4
637,2021,"Environment",23,701229,172540,0,1,186,4
899,2012,"Arts",37,1415033,16780,1,1,187,3
234,2015,"Other",32,115890,54488,0,0,192,3
678,2019,"Education",25,790272,32007,1,1,166,4
889,2016,"Environment",33,1089743,96297,0,0,202,5
518,2024,"Education",21,342144,154454,1,0,193,3
129,2019,"Education",22,660153,145519,0,1,209,2
703,2014,"Other",31,396408,224229,0,0,196,3
287,2022,"Other",30,1007662,26438,0,0,222,5
150,2017,"Environment",29,105409,98577,0,1,237,3
29,2013,"Other",29,721324,198794,0,1,199,3
354,2021,"Arts",24,233942,86573,0,1,211,4
18,2015,"Other",30,178422,30421,1,1,198,4
365,2020,"Education",36,374681,230107,0,1,199,4
118,2024,"Arts",30,9117149,140525,0,1,201,4
115,2015,"Environment",30,194012,40069,1,0,199,4
895,2023,"Health",29,1806129,3733,1,1,214,1
175,2018,"Arts",34,739624,54034,1,0,209,2
32,2013,"Environment",32,1227933,65996,0,1,199,4
434,2022,"Other",27,6657164,34624,1,0,208,4
325,2019,"Health",29,169095,67183,0,1,201,5
470,2024,"Other",22,735897,66039,0,0,205,3
880,2015,"Other",41,794248,36767,1,1,183,4
250,2024,"Education",35,776078,134915,1,1,207,3
865,2019,"Education",34,110899,5810,1,0,226,4
620,2022,"Environment",31,268664,178148,0,0,226,3
233,2013,"Other",30,355225,281446,0,0,188,4
792,2017,"Health",37,154442,20702,1,0,204,3
461,2019,"Environment",29,57199,171070,1,0,192,4
679,2013,"Environment",27,635572,122605,0,1,220,2
233,2012,"Health",26,270666,231879,0,1,191,3
770,2015,"Environment",28,300815,46551,0,1,230,3
532,2015,"Arts",33,238748,94207,1,1,200,4
538,2022,"Environment",22,138108,186556,0,1,175,2
663,2014,"Arts",30,1467128,35844,0,1,191,4
593,2023,"Arts",31,343939,153752,1,1,197,3
800,2022,"Education",21,467645,27993,0,1,194,3
458,2023,"Health",28,337929,10902,0,0,201,4
101,2020,"Other",28,970384,155258,0,1,231,1
142,2020,"Arts",28,532487,122333,0,0,206,4
795,2015,"Education",28,915596,63207,0,0,194,1
132,2013,"Education",39,530963,20476,1,1,209,4
141,2014,"Health",34,1031841,211173,0,1,212,1
777,2014,"Other",23,2427670,209066,0,1,204,3
94,2017,"Education",35,687468,10649,0,1,214,2
750,2023,"Environment",31,103440,77527,0,0,210,3
5,2024,"Environment",27,1227877,23116,0,1,202,3
22,2023,"Health",33,186361,14037,0,0,208,3
444,2022,"Environment",30,711410,5099,0,0,187,5
515,2024,"Arts",30,171804,67901,0,1,198,3
305,2014,"Education",41,2269752,217453,1,1,207,5
282,2012,"Health",32,504730,150024,0,0,191,5
269,2013,"Arts",29,1418464,29583,0,0,214,5
723,2018,"Health",31,349309,19793,0,1,223,3
361,2021,"Arts",31,792276,108915,1,1,192,1
82,2012,"Arts",37,145232,3822,1,0,210,5
605,2021,"Health",44,1037919,24723,0,1,169,4
509,2012,"Other",25,1907100,11064,1,0,180,3
60,2016,"Environment",26,380463,13051,0,1,191,3
19,2023,"Other",29,184537,54591,0,0,221,5
73,2021,"Other",38,96082,33761,0,0,210,1
79,2017,"Other",31,464931,31097,0,0,153,3
184,2019,"Health",33,317765,184766,0,1,195,2
857,2020,"Other",34,384647,25569,0,1,224,5
573,2018,"Other",37,637607,75509,0,1,197,2
153,2013,"Other",27,1394822,35678,0,1,199,4
521,2019,"Arts",32,314865,47433,1,1,203,3
491,2024,"Arts",34,162023,75900,1,1,180,4
463,2015,"Health",31,1006287,69850,0,0,212,2
219,2012,"Education",39,1840784,74564,1,1,232,3
868,2014,"Environment",33,783623,11863,1,0,188,4
671,2021,"Arts",24,229034,76087,0,1,194,2
702,2012,"Education",40,201832,8144,0,1,207,3
72,2013,"Health",36,1827518,23456,0,0,200,3
51,2016,"Environment",28,363112,43494,0,1,203,2
855,2024,"Health",30,454394,51578,0,0,224,5
843,2015,"Arts",31,2585328,93996,0,1,181,5
350,2022,"Arts",29,72697,260564,0,0,195,5
